,product_name,product_price,product_ratings,product_ratings_num,product_link
55,"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023 Model AR18CYNAMWK White)","45,499",4.1 out of 5 stars,228,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzEyOTQ2NDAwOTI3MzU2OjE2ODI1MTM4MDI6c3BfbXRmOjIwMTE3MjE4ODQ5NTk4OjowOjo&url=%2FSamsung-Technology-Convertible-Anti-bacterial-AR18CYNAMWK%2Fdp%2FB0BRQCKLKR%2Fref%3Dsr_1_39_sspa%3Fkeywords%3DAir%2BConditioners%26qid%3D1682513802%26sr%3D8-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
56,"Haier 1 Ton 5 Star Inverter Split AC (Copper, Convertible 7 in 1 Cooling Modes, Antibacterial Filter, 2023 Model, HSU13E-TXG5BE-INV, White)","37,990",0,0,https://www.amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU13E-TXG5BE-INV/dp/B0BSFRPNZ4/ref=sr_1_40?keywords=Air+Conditioners&qid=1682513802&sr=8-40
57,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elite, White)","30,200",3.3 out of 5 stars,8,https://www.amazon.in/Voltas-Adjustable-123V-Vectra-Elite/dp/B0BQR2FW4Y/ref=sr_1_41?keywords=Air+Conditioners&qid=1682513802&sr=8-41
58,"LG 1.5 Ton 2 Star DUAL Inverter Split AC (Copper, Convertible 4-in-1 Cooling, HD Filter with Anti-virus Protection, 2023 Model, RS-Q18ZNVE, White)","32,990",4.0 out of 5 stars,611,https://www.amazon.in/LG-Convertible-Anti-virus-Protection-RS-Q18ZNVE/dp/B0BPYKMM2M/ref=sr_1_42?keywords=Air+Conditioners&qid=1682513802&sr=8-42
59,"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, AI Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Virus Protection, 2023 Model, RS-Q24ENXE, White)","54,990",3.5 out of 5 stars,9,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q24ENXE/dp/B0BQ7GK9HW/ref=sr_1_43?keywords=Air+Conditioners&qid=1682513802&sr=8-43
60,"Whirlpool 2.0 Ton 3 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model,SUPREMECOOL 20T 3S INV EXP S3I3AD0, White)","41,290",3.9 out of 5 stars,266,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-SUPREMECOOL/dp/B0BS6ZT18T/ref=sr_1_44_mod_primary_new?keywords=Air+Conditioners&qid=1682513802&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-44
61,"Blue Star 1 Ton 4 Star Inverter Split AC (Copper, 5 in 1 Convertible Cooling, Smart Ready, Turbo Cool, Voice Command, IC412YNU, 2023 Model, White)","35,990",4.1 out of 5 stars,259,https://www.amazon.in/Blue-Star-Inverter-Convertible-IC412YNU/dp/B0BZRTZTF8/ref=sr_1_45?keywords=Air+Conditioners&qid=1682513802&sr=8-45
62,"ONIDA 1 Ton 3 Star Inverter Split AC (Copper, 2 Way Swing, Dust Filter, 2023 Model, IR123DAS, White)","30,990",4.0 out of 5 stars,1,https://www.amazon.in/ONIDA-Inverter-Copper-Filter-IR123DAS/dp/B0BQWYKD3P/ref=sr_1_46?keywords=Air+Conditioners&qid=1682513802&sr=8-46
63,"Samsung 1 Ton 5 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023 Model AR12CY5ZAGD White)","36,999",4.1 out of 5 stars,244,https://www.amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR12CY5ZAGD/dp/B0BSGSCNV9/ref=sr_1_47?keywords=Air+Conditioners&qid=1682513802&sr=8-47
64,"Panasonic 1.5 Ton 3 Star Split AC (Copper Condenser, 7 in 1 Convertible Mode, PM 0.1 Air Purification Filter, CS/CU-SU18YKYTK,2023 Model, White)","36,990",3.9 out of 5 stars,411,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzEyOTQ2NDAwOTI3MzU2OjE2ODI1MTM4MDI6c3BfYnRmOjIwMTE3ODYyOTIxMzk4OjowOjo&url=%2FPanasonic-Convertible-Purification-CS-CU-SU18YKYTK%2Fdp%2FB0BRJ56MGL%2Fref%3Dsr_1_48_sspa%3Fkeywords%3DAir%2BConditioners%26qid%3D1682513802%26sr%3D8-48-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
65,"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (Anti-Bacteria), 2023 Model AR12CYLAMWK White)","34,699",3.8 out of 5 stars,16,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzEyOTQ2NDAwOTI3MzU2OjE2ODI1MTM4MDI6c3BfYnRmOjIwMTE3MjE4ODQ5Mzk4OjowOjo&url=%2FSamsung-Technology-Convertible-Anti-Bacteria-AR12CYLAMWK%2Fdp%2FB0BRQCPCV3%2Fref%3Dsr_1_49_sspa%3Fkeywords%3DAir%2BConditioners%26qid%3D1682513802%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
